card_name;set_name;set_code;card_number;url
"Enekoro";"Ascended Heroes";"ASC";"166";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Delcatty-ASC166?language=3"
"Sengo ex";"Ascended Heroes";"ASC";"167";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Zangoose-ex-ASC167?language=3"
"Aokis Staralili";"Ascended Heroes";"ASC";"168";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Starly-ASC168?language=3"
"Aokis Staravia";"Ascended Heroes";"ASC";"169";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Staravia-ASC169?language=3"
"Aokis Staraptor";"Ascended Heroes";"ASC";"170";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Staraptor-V1-ASC170?language=3"
"Wirbel-Rotom";"Ascended Heroes";"ASC";"171";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Fan-Rotom-V1-ASC171?language=3"
"Mega Ohrdoch ex";"Ascended Heroes";"ASC";"172";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Audino-ex-V1-ASC172?language=3"
"Aokis Geronimatz";"Ascended Heroes";"ASC";"173";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Rufflet-ASC173?language=3"
"Aokis Washakwil";"Ascended Heroes";"ASC";"174";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Braviary-ASC174?language=3"
"Aokis Koalelu";"Ascended Heroes";"ASC";"175";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Komala-ASC175?language=3"
"Sen-Long";"Ascended Heroes";"ASC";"176";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Drampa-ASC176?language=3"
"Hops Urgl";"Ascended Heroes";"ASC";"177";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Hops-Cramorant-ASC177?language=3"
"Terapagos";"Ascended Heroes";"ASC";"178";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Terapagos-ASC178?language=3"
"Terapagos ex";"Ascended Heroes";"ASC";"179";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Terapagos-ex-ASC179?language=3"
"Lolas Schabernack";"Ascended Heroes";"ASC";"180";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Acerolas-Mischief-ASC180?language=3"
"Luftballon";"Ascended Heroes";"ASC";"181";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Air-Balloon-ASC181?language=3"
"Minna & Elfriede";"Ascended Heroes";"ASC";"182";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Anthea-Concordia-V1-ASC182?language=3"
"Befehl vom Boss - Ravan";"Ascended Heroes";"ASC";"183";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Bosss-Orders-Corbeau-V1-ASC183?language=3"
"Dicke-Freunde-Knursp";"Ascended Heroes";"ASC";"184";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Buddy-Buddy-Poffin-ASC184?language=3"
"Canary";"Ascended Heroes";"ASC";"185";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Canari-V1-ASC185?language=3"
"Kontergewinn";"Ascended Heroes";"ASC";"186";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Counter-Gain-V1-ASC186?language=3"
"Kampfgong";"Ascended Heroes";"ASC";"187";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Fighting-Gong-ASC187?language=3"
"Wald der Vitalität";"Ascended Heroes";"ASC";"188";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Forest-of-Vitality-ASC188?language=3"
"Glastrompete";"Ascended Heroes";"ASC";"189";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Glass-Trumpet-V1-ASC189?language=3"
"Lilias Kampfgeist";"Ascended Heroes";"ASC";"190";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Iriss-Fighting-Spirit-V1-ASC190?language=3"
"Kugelblitz";"Ascended Heroes";"ASC";"191";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Light-Ball-ASC191?language=3"
"Lillys Entschlossenheit";"Ascended Heroes";"ASC";"192";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Lillies-Determination-ASC192?language=3"
"Mega-Signal";"Ascended Heroes";"ASC";"193";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Signal-ASC193?language=3"
"Geheimnisvoller Garten";"Ascended Heroes";"ASC";"194";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mystery-Garden-ASC194?language=3"
"Ns AP-Plus";"Ascended Heroes";"ASC";"195";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ns-PP-Up-V1-ASC195?language=3"
"Nachttrage";"Ascended Heroes";"ASC";"196";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Night-Stretcher-ASC196?language=3"
"Nachtmine";"Ascended Heroes";"ASC";"197";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Nighttime-Mine-ASC197?language=3"
"Poképad";"Ascended Heroes";"ASC";"198";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Poke-Pad-ASC198?language=3"
"Premium Power Pro";"Ascended Heroes";"ASC";"199";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Premium-Power-Pro-ASC199?language=3"
"Surfer";"Ascended Heroes";"ASC";"200";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Surfer-V1-ASC200?language=3"
"Team Rockets Atlas";"Ascended Heroes";"ASC";"201";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Archer-ASC201?language=3"
"Team Rockets Athena";"Ascended Heroes";"ASC";"202";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Ariana-ASC202?language=3"
"Team Rockets Fabrik";"Ascended Heroes";"ASC";"203";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Factory-ASC203?language=3"
"Team Rockets Giovanni";"Ascended Heroes";"ASC";"204";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Giovanni-ASC204?language=3"
"Team Rockets Superball";"Ascended Heroes";"ASC";"205";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Great-Ball-ASC205?language=3"
"Team Rockets Hypnotizer";"Ascended Heroes";"ASC";"206";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Hypnotizer-ASC206?language=3"
"Team Rockets Lambda";"Ascended Heroes";"ASC";"207";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Petrel-ASC207?language=3"
"Team Rockets Lance";"Ascended Heroes";"ASC";"208";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Proton-ASC208?language=3"
"Team Rockets Transceiver";"Ascended Heroes";"ASC";"209";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Transceiver-V1-ASC209?language=3"
"Team Rockets Wachturm";"Ascended Heroes";"ASC";"210";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Watchtower-ASC210?language=3"
"Harte Schuppe";"Ascended Heroes";"ASC";"211";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Thick-Scale-ASC211?language=3"
"Ausrüstungsentsorger";"Ascended Heroes";"ASC";"212";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Tool-Scrapper-ASC212?language=3"
"Hyperball";"Ascended Heroes";"ASC";"213";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ultra-Ball-V1-ASC213?language=3"
"Alton";"Ascended Heroes";"ASC";"214";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Urbain-ASC214?language=3"
"Serviererin";"Ascended Heroes";"ASC";"215";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Waitress-ASC215?language=3"
"Prisma-Energie";"Ascended Heroes";"ASC";"216";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Prism-Energy-ASC216?language=3"
"Team Rockets Energie";"Ascended Heroes";"ASC";"217";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Energy-ASC217?language=3"
"Erikas Tangela";"Ascended Heroes";"ASC";"218";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Erikas-Tangela-V2-ASC218?language=3"
"Papinella";"Ascended Heroes";"ASC";"219";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Beautifly-V2-ASC219?language=3"
"Pudox";"Ascended Heroes";"ASC";"220";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Dustox-V2-ASC220?language=3"
"Knospi";"Ascended Heroes";"ASC";"221";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Budew-V2-ASC221?language=3"
"Klarins Magcargo";"Ascended Heroes";"ASC";"222";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ethans-Magcargo-V2-ASC222?language=3"
"Camaub";"Ascended Heroes";"ASC";"223";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Numel-V2-ASC223?language=3"
"Amfira";"Ascended Heroes";"ASC";"224";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Salazzle-V2-ASC224?language=3"
"Hopplo";"Ascended Heroes";"ASC";"225";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Scorbunny-V2-ASC225?language=3"
"Enton";"Ascended Heroes";"ASC";"226";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Psyduck-V2-ASC226?language=3"
"Schneppke";"Ascended Heroes";"ASC";"227";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Snorunt-V2-ASC227?language=3"
"Snibunna";"Ascended Heroes";"ASC";"228";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Weavile-V2-ASC228?language=3"
"Elezard";"Ascended Heroes";"ASC";"229";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Heliolisk-V2-ASC229?language=3"
"Donarion";"Ascended Heroes";"ASC";"230";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Vikavolt-V2-ASC230?language=3"
"Enigmaras Voltrel";"Ascended Heroes";"ASC";"231";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ionos-Wattrel-V2-ASC231?language=3"
"Marill";"Ascended Heroes";"ASC";"232";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Marill-V2-ASC232?language=3"
"Traunfugil";"Ascended Heroes";"ASC";"233";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Misdreavus-V2-ASC233?language=3"
"Banette";"Ascended Heroes";"ASC";"234";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Banette-V2-ASC234?language=3"
"Togekiss";"Ascended Heroes";"ASC";"235";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Togekiss-V2-ASC235?language=3"
"Sabbaione";"Ascended Heroes";"ASC";"236";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Slurpuff-V2-ASC236?language=3"
"Hops Trombork";"Ascended Heroes";"ASC";"237";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Hops-Trevenant-V2-ASC237?language=3"
"Team Rockets Mimigma";"Ascended Heroes";"ASC";"238";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Mimikyu-V2-ASC238?language=3"
"Team Rockets Digdri";"Ascended Heroes";"ASC";"239";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Dugtrio-V2-ASC239?language=3"
"Kapoera";"Ascended Heroes";"ASC";"240";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Hitmontop-V2-ASC240?language=3"
"Meditalis";"Ascended Heroes";"ASC";"241";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Medicham-V2-ASC241?language=3"
"Rocara";"Ascended Heroes";"ASC";"242";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Carbink-V2-ASC242?language=3"
"Magnayen";"Ascended Heroes";"ASC";"243";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mightyena-V2-ASC243?language=3"
"Cynthias Kryppuk";"Ascended Heroes";"ASC";"244";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Cynthias-Spiritomb-V2-ASC244?language=3"
"Galar-Barrikadax";"Ascended Heroes";"ASC";"245";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Galarian-Obstagoon-V2-ASC245?language=3"
"Flunkifer";"Ascended Heroes";"ASC";"246";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mawile-V2-ASC246?language=3"
"Grolldra";"Ascended Heroes";"ASC";"247";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Dreepy-V2-ASC247?language=3"
"Phandra";"Ascended Heroes";"ASC";"248";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Drakloak-V2-ASC248?language=3"
"Aokis Staraptor";"Ascended Heroes";"ASC";"249";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Larrys-Staraptor-V2-ASC249?language=3"
"Wirbel-Rotom";"Ascended Heroes";"ASC";"250";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Fan-Rotom-V2-ASC250?language=3"
"Felori ex";"Ascended Heroes";"ASC";"251";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Sprigatito-ex-ASC251?language=3"
"Flunschlik ex";"Ascended Heroes";"ASC";"252";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Stunfisk-ex-V2-ASC252?language=3"
"Mega Ohrdoch ex";"Ascended Heroes";"ASC";"253";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Audino-ex-V2-ASC253?language=3"
"Minna & Elfriede";"Ascended Heroes";"ASC";"254";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Anthea-Concordia-V2-ASC254?language=3"
"Schwarzgurt-Training";"Ascended Heroes";"ASC";"255";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Black-Belts-Training-ASC255?language=3"
"Befehl vom Boss - Ravan";"Ascended Heroes";"ASC";"256";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Bosss-Orders-Corbeau-V2-ASC256?language=3"
"Canary";"Ascended Heroes";"ASC";"257";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Canari-V2-ASC257?language=3"
"Cheren";"Ascended Heroes";"ASC";"258";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Cheren-ASC258?language=3"
"Kontergewinn";"Ascended Heroes";"ASC";"259";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Counter-Gain-V2-ASC259?language=3"
"Glastrompete";"Ascended Heroes";"ASC";"260";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Glass-Trumpet-V2-ASC260?language=3"
"Störturm";"Ascended Heroes";"ASC";"261";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Jamming-Tower-ASC261?language=3"
"Ns AP-Plus";"Ascended Heroes";"ASC";"262";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ns-PP-Up-V2-ASC262?language=3"
"Team Rockets Transceiver";"Ascended Heroes";"ASC";"263";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Transceiver-V2-ASC263?language=3"
"Hyperball";"Ascended Heroes";"ASC";"264";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ultra-Ball-V2-ASC264?language=3"
"Mega Frosdedje ex";"Ascended Heroes";"ASC";"265";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Froslass-ex-V2-ASC265?language=3"
"Mega Zapplarang ex";"Ascended Heroes";"ASC";"266";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Eelektross-ex-V2-ASC266?language=3"
"Mega Diancie ex";"Ascended Heroes";"ASC";"267";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Diancie-ex-V1-ASC267?language=3"
"Mega Resladero ex";"Ascended Heroes";"ASC";"268";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Hawlucha-ex-V2-ASC268?language=3"
"Mega Gengar ex";"Ascended Heroes";"ASC";"269";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Gengar-ex-V2-ASC269?language=3"
"Mega Irokex ex";"Ascended Heroes";"ASC";"270";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Scrafty-ex-V2-ASC270?language=3"
"Mega Dragoran ex";"Ascended Heroes";"ASC";"271";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Dragonite-ex-V2-ASC271?language=3"
"Mega Meganie ex";"Ascended Heroes";"ASC";"272";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Meganium-ex-V2-ASC272?language=3"
"Mega Flambirex ex";"Ascended Heroes";"ASC";"273";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Emboar-ex-V2-ASC273?language=3"
"Mega Impergator ex";"Ascended Heroes";"ASC";"274";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Feraligatr-ex-V2-ASC274?language=3"
"Mega Frosdedje ex";"Ascended Heroes";"ASC";"275";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Froslass-ex-V3-ASC275?language=3"
"Pikachu ex";"Ascended Heroes";"ASC";"276";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Pikachu-ex-ASC276?language=3"
"Pikachu ex";"Ascended Heroes";"ASC";"277";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Pikachu-ex-V2-ASC277?language=3"
"Mega Zapplarang ex";"Ascended Heroes";"ASC";"278";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Eelektross-ex-V3-ASC278?language=3"
"Enigmaras Wampitz ex";"Ascended Heroes";"ASC";"279";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ionos-Bellibolt-ex-V2-ASC279?language=3"
"Lillys Piepi ex";"Ascended Heroes";"ASC";"280";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Lillies-Clefairy-ex-V2-ASC280?language=3"
"Team Rockets Mewtu ex";"Ascended Heroes";"ASC";"281";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Team-Rockets-Mewtwo-ex-V2-ASC281?language=3"
"Mega Diancie ex";"Ascended Heroes";"ASC";"282";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Diancie-ex-V2-ASC282?language=3"
"Mega Resladero ex";"Ascended Heroes";"ASC";"283";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Hawlucha-ex-V3-ASC283?language=3"
"Mega Gengar ex";"Ascended Heroes";"ASC";"284";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Gengar-ex-V3-ASC284?language=3"
"Mega Irokex ex";"Ascended Heroes";"ASC";"285";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Scrafty-ex-V3-ASC285?language=3"
"Ns Zoroark ex";"Ascended Heroes";"ASC";"286";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Ns-Zoroark-ex-V2-ASC286?language=3"
"Marys Olangaar ex";"Ascended Heroes";"ASC";"287";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Marnies-Grimmsnarl-ex-ASC287?language=3"
"Beatori ex";"Ascended Heroes";"ASC";"288";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Fezandipiti-ex-V2-ASC288?language=3"
"Troys Metagross ex";"Ascended Heroes";"ASC";"289";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Stevens-Metagross-ex-ASC289?language=3"
"Mega Dragoran ex";"Ascended Heroes";"ASC";"290";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Dragonite-ex-V3-ASC290?language=3"
"Canary";"Ascended Heroes";"ASC";"291";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Canari-V3-ASC292?language=3"
"Lilias Kampfgeist";"Ascended Heroes";"ASC";"292";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Iriss-Fighting-Spirit-V2-ASC291?language=3"
"Surfer";"Ascended Heroes";"ASC";"293";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Surfer-V2-ASC293?language=3"
"Mega Glurak Y ex";"Ascended Heroes";"ASC";"294";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Charizard-Y-ex-V2-ASC294?language=3"
"Mega Dragoran ex";"Ascended Heroes";"ASC";"295";"https://www.cardmarket.com/de/Pokemon/Products/Singles/Ascended-Heroes/Mega-Dragonite-ex-V4-ASC295?language=3"
